"sku","storeid","cost","retail","sksinfo.zero"
399856,5404,18.6,36.0,0
4844805,1002,15.5,8.5,0
291089,5602,10.0,13.75,0
2619471,209,24.5,54.0,0
5319034,2303,480.0,1068.0,1
8590103,3409,13.11,38.0,0
5968455,1909,12.09,15.0,0
660723,2203,20.0,60.0,0
3788518,7303,5.0,2.74,0
7878648,4204,9.0,9.99,0
6768509,5204,20.93,14.99,0
4934536,2103,8.0,5.0,0
7819135,4302,3.0,1.5,0
2452798,2702,3.7,4.0,0
7487667,6703,10.6,22.5,0
7449522,809,27.3,43.0,0
3959222,4202,50.0,150.0,0
9983922,302,3.75,6.0,0
5117412,502,30.5,32.5,0
7619378,8404,15.75,22.0,0
3806977,4302,39.0,42.5,1
7349944,2304,23.0,16.25,1
6078120,9303,16.13,12.25,0
4040465,1403,13.95,30.0,0
9447757,3307,16.0,16.25,0
8587321,409,11.5,7.5,0
6329122,8402,20.4,34.0,0
7990518,4109,16.2,55.0,0
4918836,7004,12.5,9.99,0
9989407,8702,20.25,44.0,0
4653838,2102,14.0,28.0,0
28958,3202,47.6,79.73,0
8966553,209,35.25,75.0,0
4520261,2409,12.5,32.0,0
729684,9609,8.1,20.0,0
6308453,6202,38.48,22.5,0
8020168,2203,2.55,15.0,0
9452485,3502,31.2,52.0,0
1350776,7002,8.93,26.0,0
9497604,8409,12.09,15.0,0
9227585,609,6.3,4.5,0
1849852,4603,9.93,28.5,0
3366263,8204,13.5,16.0,0
2124764,7807,15.0,15.0,0
2607438,2609,28.5,34.5,1
1937358,409,20.15,27.0,0
9598220,1004,64.8,83.98,0
8538543,8004,12.0,16.49,0
2118673,9304,15.0,29.99,0
989623,5903,18.21,49.0,0
2248550,3302,22.5,75.0,0
7788429,2704,27.5,18.7,0
1896967,8803,8.0,18.0,0
1338062,3309,15.0,5.99,0
4318652,3007,9.5,5.5,0
6739301,9709,42.5,85.0,0
1369985,309,6.4,16.0,0
5494826,5904,16.0,40.0,0
8390289,304,44.75,89.5,0
8279846,2702,3.23,12.0,0
4563674,9503,9.0,20.0,0
4481470,802,18.0,59.5,0
9957403,7604,10.46,14.99,0
2250323,4403,34.5,95.0,0
550131,9302,5.4,15.0,0
6888338,1402,24.75,23.0,0
7307432,703,17.5,19.5,1
4149532,1807,20.93,56.0,0
3016366,2007,30.0,17.25,0
2379703,3707,50.94,192.0,0
2420299,1607,35.75,85.0,0
6319764,7704,18.21,49.0,0
3289550,3003,11.0,6.0,0
9836661,4607,7.5,5.0,0
5703581,2103,42.5,21.25,0
4718241,5402,32.4,27.0,0
7298009,1602,28.0,37.0,0
4448393,8403,16.5,9.75,1
1326826,4704,3.0,2.0,0
5694250,103,3.36,0.99,0
4618169,2304,20.64,20.0,0
9369541,3103,12.4,34.0,0
2640354,9204,30.0,69.0,1
7290977,5104,60.0,119.0,0
1854686,5704,19.57,45.0,0
5924346,7402,8.51,18.5,0
8229830,6804,13.5,29.0,0
2310669,4007,11.8,29.5,0
8179372,2209,17.25,35.0,0
3728391,5103,27.5,27.5,0
9084747,2402,24.75,24.75,0
248748,9409,17.85,11.0,0
7168630,3307,34.0,85.0,0
828838,4802,27.5,17.25,1
6992946,1609,4.07,12.0,0
2628428,7507,62.5,31.25,0
2549692,2304,18.2,9.75,0
3816406,6102,7.25,16.0,0
659849,3103,15.5,39.0,0
7274589,6102,5.0,12.0,0
8428163,2707,8.9,6.24,0
3527707,3807,8.5,13.87,0
8067451,8403,16.75,27.5,0
7141542,5303,2.2,7.0,0
8070912,7202,13.0,34.0,0
8439629,9002,22.5,36.0,0
1569379,2207,44.0,128.0,0
9048022,7103,28.75,29.75,0
888327,8803,1.9,1.0,0
5880200,4907,30.5,65.0,0
5754418,3403,59.5,29.99,0
5868023,502,23.6,29.5,0
1999990,6004,25.65,6.99,0
182186,7603,10.8,19.75,0
590167,7403,6.0,10.5,0
3968475,5202,39.75,39.75,0
6812038,8604,7.95,20.0,0
4958496,9804,31.0,69.0,1
4479953,8702,9.0,20.0,0
9078473,6403,90.0,49.75,0
8087623,6104,39.75,39.75,0
6458456,1004,31.0,34.5,1
7688085,6102,45.26,63.0,0
4330527,4804,28.75,59.5,0
5486677,1304,6.48,6.25,0
8571410,7204,2.1,6.0,0
8927646,307,50.0,89.5,0
3406394,9704,50.0,100.0,0
4659723,4504,30.0,49.99,0
1378014,7302,18.75,9.99,0
7711546,8409,6.94,13.0,0
5799682,4903,18.06,72.0,0
8686436,6202,29.25,17.37,0
8581515,2107,65.7,148.0,0
3878688,6102,20.65,24.0,0
3558219,3502,19.0,11.0,0
7459976,3003,1.5,1.25,0
1180161,2504,41.25,98.0,0
5667574,604,7.25,9.5,0
4661037,9404,10.5,17.5,0
2659989,4802,6.0,9.99,0
4696847,1002,43.5,29.5,0
7597303,7302,17.29,21.0,0
5793952,8002,3.84,8.0,0
9500088,4404,16.92,39.0,0
2369817,2407,12.0,7.25,0
3487837,709,34.0,37.5,1
379910,7204,7.65,20.0,0
8312672,409,43.0,89.0,0
5117733,7104,17.75,40.0,0
7642480,2204,4.75,2.25,0
7409177,8209,24.5,6.99,1
8699149,2203,4.4,7.99,0
7300201,5403,0.0,0.0,0
9220497,3509,9.75,28.0,0
9399563,5602,16.0,20.0,0
3307955,9909,28.0,14.75,0
3577323,2204,275.0,595.0,0
609847,6704,11.02,40.0,0
9519338,3103,35.75,85.0,0
5180853,3109,15.5,45.0,0
6210040,2809,15.0,40.0,0
6937910,3504,15.85,27.5,0
3888652,2609,19.0,19.5,0
7517618,2502,11.99,19.0,0
1986294,7704,8.1,20.0,0
2353595,5804,16.67,12.25,0
4553722,7204,112.0,239.25,0
630763,1402,20.93,56.0,0
6026283,3307,22.09,29.99,0
3298408,3304,23.2,31.0,0
4566618,1402,1.8,3.0,0
3589635,3009,16.8,52.5,0
3976618,9204,1.8,6.0,0
4684600,9302,28.5,17.25,1
6650115,3704,11.84,34.0,0
1448516,6902,10.05,15.0,0
3657769,1703,10.9,5.99,0
4727663,7507,12.45,26.5,0
6082862,9002,3.84,2.25,0
701723,2109,83.0,197.5,0
9691220,3707,22.0,58.0,0
3118348,3604,27.0,58.0,0
8017533,703,15.5,19.0,0
3521085,8803,5.25,14.99,0
6081172,5704,1.8,6.0,0
3147104,4902,16.0,12.0,0
366422,4902,9.45,20.0,0
3556383,5602,9.3,20.0,0
4424012,8204,5.4,15.0,0
8470362,7707,42.5,85.0,0
8817343,304,2.05,6.0,0
9096114,4403,15.25,7.49,0
3794418,4603,23.0,49.0,0
5997833,7602,6.75,3.75,0
9391716,4302,29.75,59.5,0
6347022,3103,10.0,7.5,0
5470839,8703,8.0,18.0,0
8509916,4303,9.5,24.0,0
9557494,9204,2.25,3.0,0
3298035,1007,23.6,14.75,0
5981068,3702,10.0,22.99,0
1471946,9103,37.0,79.0,1
3857412,2203,30.5,32.5,0
7438968,8202,2.0,4.02,0
9738148,7304,13.5,19.0,0
1721435,1003,11.0,39.5,0
8960719,4604,7.5,20.0,0
8078765,4303,23.0,12.5,1
4331044,9909,16.75,38.0,0
479760,2309,12.0,32.0,0
450184,709,9.7,28.0,0
4990924,309,14.0,30.0,0
1683501,8204,13.5,29.5,0
7936981,2409,38.0,42.5,1
7429335,3002,34.75,69.5,0
3740211,4702,15.0,34.0,0
9597606,2909,7.0,3.74,0
5629518,6404,5.4,15.0,0
8488099,502,21.0,11.99,0
1803795,6704,10.0,29.0,0
8723094,9706,15.8,30.5,0
2609057,4204,2.8,3.25,0
2087420,309,30.5,32.5,0
7997714,4202,6.1,3.25,0
3989228,3103,103.5,50.0,0
6380658,9303,9.5,24.0,0
9929446,4007,27.5,59.0,0
2700191,8503,35.0,89.5,0
9449681,4403,2.25,5.0,0
8056366,7502,9.6,10.0,0
9459802,7007,21.28,48.0,0
2240323,104,43.5,95.0,0
149848,909,22.08,78.0,0
5857421,2204,16.0,25.0,0
9148366,2009,19.2,32.0,0
8906926,402,47.6,29.75,0
5833744,6009,22.8,45.75,0
3619911,8603,43.87,109.0,0
1539119,4207,1.77,6.0,0
6827952,502,7.45,20.0,0
418119,3802,4.17,2.5,0
739723,3802,31.0,17.25,1
5307584,7702,32.5,69.5,0
4569911,7103,47.97,119.0,0
7630188,4103,8.38,25.0,0
3508392,7007,7.0,5.0,0
6108361,1204,20.79,28.0,0
9999992,8607,4.2,14.0,0
7818429,7104,27.5,18.7,0
7529844,8607,90.0,199.0,0
450184,3004,9.7,28.0,0
7894309,504,8.51,9.25,0
8617856,2502,34.0,37.5,1
6617353,5504,18.21,19.5,0
4916160,2702,2.16,3.0,0
9679479,409,20.15,54.0,0
1848793,9209,5.9,4.99,0
2518537,6102,3.45,9.0,0
9447812,9302,113.9,67.5,0
2557236,2209,5.81,5.0,0
8078433,4302,36.0,23.0,0
5580721,1403,35.0,79.0,1
5048671,4409,18.21,49.0,0
3102260,1004,17.43,38.0,0
1671900,3107,8.0,20.0,0
5156660,8902,43.5,99.0,1
6979706,4803,8.0,19.0,0
8614394,7603,18.0,12.0,0
8658564,5403,9.46,12.5,0
2691801,1909,2.31,4.99,0
578448,1709,28.2,47.0,0
5654250,9404,3.36,2.0,0
9559256,8007,43.2,50.0,0
3391018,1707,33.18,79.0,0
3009771,3807,10.0,26.0,0
2131106,5602,94.44,300.0,0
1528905,4203,10.0,6.0,0
8399663,3003,12.0,19.5,0
6680024,8802,15.5,39.0,0
3197409,4409,37.5,39.75,0
4938622,103,8.6,16.08,0
7691705,6904,32.5,65.0,0
4238697,4309,11.0,19.99,0
9310259,2103,8.15,20.0,0
7202946,5803,5.91,13.5,0
9224041,9304,17.5,39.99,1
2074124,1402,29.25,29.25,0
2747855,4102,10.0,7.25,0
928107,1007,12.0,20.0,0
8110100,6304,16.5,35.0,0
3439471,4202,10.5,25.0,0
7987237,1009,7.9,4.5,0
3294185,509,19.2,10.75,0
4953802,903,6.5,18.0,0
3028675,9202,7.95,10.0,0
3159373,902,10.8,27.0,0
6629035,8402,1.9,3.0,0
6697419,3902,13.75,15.0,0
6588188,9103,9.0,12.0,0
9390220,9603,39.75,79.5,0
1589019,3602,12.0,15.0,0
3887753,4209,10.2,14.0,0
1230416,7603,29.75,69.5,0
9049892,1003,13.75,39.0,0
278075,503,6.0,6.0,0
2051916,4504,29.84,69.0,0
8700558,104,60.0,119.0,0
598321,6700,5.88,14.0,0
97605,5903,10.63,12.99,0
8688994,2503,8.0,21.0,0
4048480,2007,7.0,16.0,0
8699376,407,8.8,11.0,0
6751882,9603,4.0,15.0,0
5030867,7303,10.96,32.0,0
320212,2607,36.8,95.0,0
2466852,507,9.0,20.0,0
1599020,1403,52.7,83.08,0
910760,8102,29.84,79.0,0
7109588,9804,147.5,100.3,0
6120708,9002,11.7,19.5,0
710011,3502,9.3,50.0,0
4343046,9204,1.68,5.0,0
2347563,9302,35.75,42.5,0
4448480,3307,6.0,14.0,0
9590015,7403,124.0,248.0,0
9260047,8309,20.66,59.0,0
7407350,4007,16.28,11.0,0
4760426,3009,7.2,18.0,0
6683915,3207,4.0,10.0,0
9419201,1003,23.0,39.99,0
2257425,509,13.0,9.99,0
7288841,6503,8.4,17.5,0
4618471,1307,9.7,7.5,0
5567653,304,2.0,3.0,0
7251539,2009,11.38,16.0,0
8017257,2104,8.0,4.5,0
7559408,4504,14.4,34.0,0
9679613,809,26.0,59.0,1
4407855,3502,12.74,7.0,0
5588405,7403,24.79,19.5,0
6459086,4103,21.0,12.99,0
4089257,8902,9.45,20.0,0
7876318,9404,9.0,10.0,0
5196362,2402,32.5,16.25,0
228238,609,12.0,17.49,0
691983,6302,19.5,44.0,0
4240239,1107,1.46,10.0,0
4379981,7204,80.75,179.0,0
5701878,9302,17.25,38.0,0
3238826,5304,19.9,24.5,0
3561481,8607,8.8,36.0,0
7420656,8209,17.5,44.0,0
4710148,2203,87.39,280.0,0
3998079,4102,20.65,29.5,0
8841467,3502,19.6,49.0,0
3221184,2303,13.0,39.0,0
9170848,2809,4.0,9.0,0
4578798,2609,19.8,33.0,0
2850896,4703,6.6,13.25,0
2929297,2609,27.5,39.5,1
6911930,2604,15.0,40.0,0
354816,9806,27.5,59.0,1
6337351,7402,10.46,7.25,0
2531268,3902,65.0,159.0,0
1066663,7602,8.35,4.24,0
7787428,9504,32.5,32.5,0
8528182,6604,3.0,4.69,0
1829875,4904,384.0,207.0,1
5144780,8302,19.4,42.0,0
6181739,2103,39.5,89.0,0
5709504,5502,33.0,55.0,0
2547584,9706,26.0,39.99,1
1616566,1709,72.0,150.0,0
9207241,3409,6.9,17.5,0
8658209,3507,11.59,22.5,0
8749850,3502,82.5,225.0,0
7918322,7302,15.0,9.75,0
6848927,3802,28.5,60.0,1
1848188,1007,16.0,17.0,0
259590,3302,31.5,79.0,1
2297677,3002,6.0,15.0,0
7791936,4103,12.4,34.0,0
6558532,3003,14.75,8.0,0
4380738,609,22.6,56.5,0
912891,103,2.25,6.0,0
928808,1307,25.0,29.5,0
30581,7507,17.15,55.0,0
5017412,1402,30.5,32.5,0
6347749,4209,16.0,9.75,0
182336,3807,30.5,32.5,0
8088438,8007,8.35,5.0,0
6873864,8202,17.25,39.0,0
8357595,7104,22.5,26.0,0
7323,2304,275.0,595.0,0
788,2502,8.0,18.0,0
6460084,1702,26.0,58.0,0
8006894,5802,5.4,18.0,0
9996878,2504,31.6,39.5,0
4047594,6202,14.0,9.5,0
5718826,1403,11.9,9.5,0
4180082,1002,23.4,88.0,0
3140067,4404,16.75,38.0,0
3073340,2804,10.0,17.5,0
4257481,8503,32.5,32.5,0
186822,3609,4.26,2.5,0
7828766,5903,37.5,37.5,0
6348459,9503,39.75,59.62,0
1827749,3103,9.23,12.0,0
3877485,8302,42.75,89.0,0
6230003,703,11.72,55.0,0
328490,7007,15.0,20.0,0
989830,709,40.0,79.0,0
8608217,9804,7.5,14.99,0
8088157,6209,6.0,14.0,0
7081189,5502,29.0,78.0,0
6198429,3302,18.04,11.5,0
8808420,4502,39.75,39.75,0
9021906,404,6.0,12.0,0
5870238,7204,34.75,69.5,0
3497708,8407,34.75,34.75,0
3658358,7204,31.5,29.24,0
4279342,6503,18.5,48.0,0
5240147,103,37.4,88.0,0
5768711,5002,15.0,8.75,1
6660641,3603,3.85,6.99,0
70268,3003,15.75,19.99,0
1710,2109,32.5,65.0,0
994126,3603,9.75,9.99,0
7980369,502,11.75,19.99,0
2184644,9504,14.32,32.0,0
559522,1502,9.8,38.0,0
2402001,8707,12.0,32.0,0
8520723,7402,9.86,5.0,0
8864451,1407,16.0,10.0,0
348229,307,8.2,20.0,0
9580238,5004,22.8,39.0,0
714296,204,20.0,39.5,1
3849463,3304,34.0,75.0,1
3597742,4607,13.0,8.5,0
5156284,202,5.5,8.0,0
1339869,3007,13.2,22.0,0
5248862,1607,18.0,30.0,0
2110867,3607,61.76,256.0,0
5818119,3502,14.4,10.5,0
4370191,3802,35.0,89.5,0
4838781,6009,7.75,5.0,0
5527642,3007,21.5,24.0,0
8988216,7002,4.75,15.0,0
1389784,3502,14.0,39.5,0
9637494,2702,2.1,1.99,0
9319782,7404,27.3,60.0,0
3639828,9303,27.26,66.0,0
5431149,5604,7.75,20.0,0
1964386,2203,17.25,35.0,0
9607806,3507,22.5,54.0,0
3479877,9603,7.45,20.0,0
9849599,4209,5.25,13.12,0
7490906,1709,15.5,39.0,0
8359613,2307,624.0,1416.0,1
889057,7703,8.25,8.99,0
1118556,209,7.86,4.62,0
4580479,9706,35.5,89.0,0
7344218,1909,7.0,9.0,0
4889900,504,28.0,60.0,0
614590,2303,6.0,10.5,0
3628587,4202,27.6,9.99,1
8841665,4707,8.5,24.0,0
2617394,2604,17.5,9.99,1
1938146,8709,9.0,16.5,0
8018420,604,19.0,39.0,0
4857678,802,14.9,19.99,1
5179803,7603,6.22,24.0,0
3286578,3804,9.6,16.0,0
1146819,107,25.0,45.0,0
6570600,8204,20.93,56.0,0
9968219,8004,8.35,12.5,0
1421360,1502,28.5,59.0,0
8039121,802,10.43,31.0,0
2556399,902,8.66,8.0,0
2880852,7407,9.6,24.0,0
5656984,203,5.62,4.5,0
1117263,7302,16.36,20.0,0
667349,2707,2.8,7.0,0
6778386,407,32.5,32.5,0
3269162,7302,34.0,24.5,0
344307,7507,10.1,21.5,0
8347841,4907,17.75,9.75,0
6160157,4903,10.0,22.0,0
8678482,2602,39.75,39.75,0
318384,2407,6.0,4.49,0
869823,4607,8.7,14.5,0
4413596,7307,37.5,18.75,0
7610069,7402,11.84,34.0,0
8428496,5103,1.31,4.0,0
4320365,9304,33.5,59.99,1
9410098,3804,3.25,12.0,0
4127420,5603,16.5,19.99,0
2760184,302,42.0,59.99,0
8279598,4309,17.5,39.0,0
5281474,7502,15.5,39.0,0
8380882,6203,50.0,100.0,0
4940532,6102,15.5,40.0,0
6627495,1107,27.5,34.5,1
728620,2209,12.0,8.0,0
6287843,4907,16.25,17.25,0
34443,8803,17.25,35.0,0
5744689,4103,20.34,12.25,0
5219035,7703,1.9,3.0,0
2466959,3304,1.9,6.0,0
4239846,5103,10.4,39.5,0
5769583,2804,326.0,236.3,0
8069708,6902,9.25,28.0,0
9367472,6402,37.0,44.0,0
7348120,7004,9.45,10.0,0
6550115,3407,11.84,34.0,0
3507520,4803,12.4,17.0,0
799250,6002,44.75,89.5,0
6019929,3503,6.15,16.0,0
1959065,2609,6.95,14.0,0
893652,502,23.92,12.99,0
4619459,3303,6.5,18.0,0
4660165,5204,22.5,45.0,0
9532008,9603,23.5,59.0,0
7633669,7404,16.5,35.0,0
768850,6404,1.39,6.0,0
8246027,509,13.5,7.25,0
898708,1203,13.25,14.75,1
1898893,7204,10.45,15.0,0
290637,1407,2.0,6.0,0
2167324,5602,165.0,395.0,0
7220051,1002,18.0,36.0,0
5489505,7303,28.2,47.0,0
3417861,8204,32.5,65.0,0
3101007,6902,23.5,49.0,1
3639483,6402,8.1,13.5,0
5391167,8109,29.75,34.99,0
6738427,2109,4.85,6.0,0
4429980,1709,8.01,13.0,0
8657428,1703,21.5,24.5,1
3069762,4603,9.6,20.0,0
2190498,6403,25.1,70.0,0
7684563,1509,27.0,17.37,0
9670721,8702,2.4,7.0,0
6848389,2503,17.15,19.5,1
3321906,6004,22.09,49.0,0
5471927,1404,19.0,50.0,0
6691374,3307,45.5,100.0,0
6440385,2103,26.76,70.0,0
8658782,3002,59.0,99.99,0
4466524,1302,7.2,18.0,0
5568541,704,13.6,17.0,0
3240450,5503,11.6,34.0,0
260742,1104,9.9,22.0,0
6088233,8504,33.0,55.0,0
7118565,203,29.5,17.25,1
5264152,8403,26.0,59.0,1
9818432,9103,516.0,588.0,1
2290184,4007,52.0,110.0,0
679816,2103,26.28,144.0,0
3142002,3309,12.0,34.0,0
779454,6703,8.0,9.99,0
6411426,6102,9.5,20.0,0
9076751,7602,11.83,5.99,0
209803,7403,65.1,168.0,0
5249618,4307,22.0,58.0,0
8611880,5604,23.5,49.0,0
574719,2303,21.32,54.0,0
6779295,8504,21.0,36.0,0
1178015,6402,46.25,55.0,0
7429531,3004,29.75,59.5,0
5093047,4307,10.0,40.0,0
7078847,1304,13.5,19.75,0
9941296,7902,17.5,44.0,0
5213525,5704,5.05,6.0,0
1306873,7002,12.0,7.25,0
8577743,5002,155.0,395.0,0
4537641,7704,31.0,33.49,0
3819574,4504,15.2,35.0,0
2710466,7204,10.96,36.0,0
947549,2009,21.0,29.99,0
1354020,4502,13.0,8.0,0
5327532,9204,8.88,18.5,0
1270603,7302,18.21,49.0,0
3748849,4502,9.52,14.0,0
8324425,2702,15.3,9.0,0
9358459,107,39.75,59.62,0
8354794,1004,19.25,48.0,0
117559,8604,14.0,20.0,0
5861657,7907,1.95,7.0,0
6821256,9409,8.0,12.0,0
5640451,8407,14.4,29.99,0
7961538,6502,11.0,29.0,0
7118565,3509,29.5,34.5,1
7480330,3609,8.1,20.0,0
7579770,2607,10.0,26.0,0
4541170,8403,119.6,336.0,0
1368172,609,74.5,49.75,0
3143439,304,19.35,33.75,0
9742306,8707,8.15,8.0,0
3389685,5102,7.75,20.0,0
1570172,402,1.65,6.0,0
6097310,2504,7.5,17.5,0
2727642,9409,16.63,20.0,0
8790080,6002,17.25,39.0,0
5197833,9909,5.0,9.99,0
8447324,7907,165.0,395.0,0
4550742,6009,9.5,22.0,0
7098301,7007,3.36,10.0,0
6993410,7702,34.0,67.25,0
232145,4607,10.0,25.0,0
9600533,7407,7.0,20.0,0
8279364,204,65.0,30.0,0
1229233,2109,6.0,19.0,0
2220323,5504,43.5,95.0,0
7540465,2607,86.7,270.0,0
2000250,107,9.9,9.5,0
1388046,3209,6.54,4.0,0
6273173,8604,8.1,18.0,0
4309744,9709,26.0,66.0,0
8760529,3909,18.0,42.0,0
3596798,2702,19.2,41.0,0
9429703,5403,6.5,9.99,0
6321377,2704,24.0,59.0,0
4670148,3502,87.39,280.0,0
1969065,1403,6.95,14.0,0
489034,7107,10.5,12.49,0
8134298,9002,3.36,2.99,0
4559691,2303,14.2,29.0,0
4280239,7102,1.46,10.0,0
4070875,3003,12.5,34.0,0
3259248,604,4.85,8.04,0
3951740,9204,2.0,7.0,0
9311710,6104,39.75,79.5,0
2171291,4204,0.0,0.0,0
5748675,2102,44.78,25.0,0
4260003,6109,5.05,14.0,0
9837444,103,12.0,7.5,0
2317934,4907,3.7,4.0,0
4464544,8709,6.24,3.99,0
2631146,7604,275.0,297.5,0
5130001,209,28.8,69.0,0
823611,5004,15.0,24.75,0
3787772,802,27.06,17.0,0
5698462,2804,42.5,63.75,0
9182185,7304,52.0,90.0,0
207622,3502,14.75,14.75,0
8199573,8302,15.2,35.0,0
6649523,1509,62.5,125.0,0
6781172,4802,5.84,14.0,0
1569119,504,42.48,144.0,0
8248276,9806,6.0,12.0,0
4657003,8603,13.5,18.0,0
1172703,4603,17.25,19.99,0
9480015,7902,50.0,100.0,0
7781994,4902,14.0,39.0,0
7577605,2407,14.03,21.0,0
8860682,1502,21.0,44.0,0
2520188,7603,16.65,45.0,0
9849774,4703,16.0,29.99,0
4378571,5202,30.0,48.0,0
4638053,502,26.0,27.0,0
4790658,4502,5.5,16.0,0
367904,1109,5.0,8.0,0
6121784,6400,20.15,54.0,0
8838747,3504,36.0,79.0,1
9181016,1202,15.42,55.0,0
7996894,7602,6.0,20.0,0
3233907,7804,1.65,1.5,0
9916118,1402,2.13,3.0,0
9399996,6203,20.3,30.0,0
2751376,8802,9.9,16.5,0
5546014,8604,10.0,14.5,0
2429001,3802,65.5,129.0,0
3680367,9402,21.5,49.0,1
7690306,2104,10.0,28.0,0
208635,704,14.4,48.0,0
4828065,4902,29.0,58.0,0
9938426,2402,48.75,48.75,0
4021774,6004,22.48,60.0,0
9528475,7704,18.21,24.5,0
890222,6202,28.2,60.0,0
5027766,1007,8.89,14.0,0
8907400,1004,8.53,6.0,0
5410977,8409,3.5,7.0,0
9244725,9409,16.75,9.5,0
7603393,8602,275.0,595.0,0
7939859,7603,23.52,60.0,0
91474,9204,2.5,8.0,0
8312176,2303,1.78,5.0,0
647384,3209,8.35,19.99,0
1729598,6403,41.5,95.0,0
7677437,4209,49.5,19.99,0
994764,6004,24.94,58.0,0
9667039,1203,17.25,24.0,0
1237642,3109,11.23,14.0,0
7658699,7807,13.25,10.2,0
2189572,1807,18.21,49.0,0
6849058,2504,32.0,34.0,0
2139563,6404,9.0,9.99,0
6708555,3702,36.0,18.75,1
6488717,4202,23.6,29.5,0
4887416,4407,12.3,12.5,0
4327545,2109,11.0,6.0,0
7520960,902,16.0,55.0,0
8441514,2007,13.9,42.0,0
2340267,4303,26.0,58.0,0
6589574,7402,11.75,17.0,0
8810913,709,1.8,6.0,0
9054185,3603,20.64,11.25,0
9867266,8004,9.83,15.0,0
9770286,3707,14.75,22.5,0
8531073,8402,38.5,79.0,0
9670465,1702,8.89,28.0,0
439211,2609,10.5,14.5,0
8453013,4007,8.1,13.5,0
7833336,1403,14.0,19.75,0
5734006,1709,23.6,59.0,0
8671059,5202,21.05,49.5,0
7218354,102,13.75,13.75,0
8340266,5403,36.0,78.0,0
1291090,3802,9.0,39.0,0
239751,1703,14.0,28.0,0
3150450,3207,20.93,21.0,0
3176374,4904,8.0,8.0,0
5280827,3302,12.38,27.5,0
8750574,603,11.9,42.0,0
5036777,7104,20.0,30.0,0
696689,3507,3.4,2.0,0
7358798,1502,10.5,7.25,0
8520295,2307,39.75,79.5,0
6848039,3003,12.5,9.99,1
1291281,504,51.44,185.0,0
5700003,909,93.76,440.0,0
2591718,104,19.75,39.5,0
3598105,9503,16.0,19.5,0
9530757,6109,61.26,204.0,0
8771911,404,18.35,19.99,0
3506119,4402,2.13,3.0,0
9909128,6404,122.84,495.0,0
2311034,509,20.8,41.75,0
68370,4902,24.0,37.5,0
9384271,2109,5.33,17.5,0
7210924,1202,0.0,0.0,0
3131428,2707,1.15,5.0,0
5061917,5504,33.5,69.0,0
3969594,9002,5.5,11.0,0
5078964,8002,14.5,9.0,0
7598607,8703,9.24,22.0,0
5421345,504,27.0,69.0,0
5198066,6804,11.25,12.5,0
3416080,102,23.0,12.0,0
8920059,6604,30.6,61.25,0
11537,3809,6.6,16.0,0
3607475,3407,30.5,32.5,0
7474563,209,27.0,17.37,0
6914617,9202,105.0,210.0,0
2199914,4607,52.07,129.0,0
9387343,4007,2.05,6.0,0
6638300,9609,18.0,9.5,0
8917280,1004,2.25,3.0,0
9794469,2309,12.0,13.99,0
5750034,6704,17.03,49.0,0
7970515,9304,33.75,90.0,0
1811775,4807,32.5,65.0,0
5991969,6604,42.5,85.0,0
6930693,8404,22.09,59.0,0
7220051,6502,18.0,36.0,0
3498727,6002,18.5,28.14,0
2191969,5604,65.0,139.0,0
3310991,709,9.4,20.0,0
5028116,4804,9.6,22.0,0
267232,5102,34.0,37.5,1
2689104,603,23.0,48.0,0
700106,7603,14.5,29.0,1
2287952,6402,7.55,18.0,0
5670994,7702,18.0,48.0,0
8750574,6703,11.9,42.0,0
8650529,7403,18.0,42.0,0
1248124,6403,9.0,9.5,0
9939832,4804,8.25,17.99,0
6371172,509,3.03,12.0,0
8271869,407,33.2,79.0,0
9127426,7907,32.5,32.5,0
8880932,2007,12.5,39.0,0
6481426,8602,9.5,20.0,0
8600295,4603,39.75,79.5,0
3439295,1509,10.0,20.0,0
1499813,9404,10.13,22.5,0
6639339,4607,33.5,79.5,0
7346958,4404,18.5,21.0,0
772991,3809,2.1,6.0,0
4518964,2509,1.9,3.0,0
1556420,8209,27.5,34.5,1
2594124,4204,20.0,29.25,0
2478812,5302,30.8,44.0,0
3336705,2109,4.35,3.5,0
1808091,703,45.26,31.5,0
6007951,2707,27.6,17.25,0
5407339,7703,10.46,15.0,0
6579397,4102,19.0,24.5,0
2156852,2309,9.0,20.0,0
8948276,8507,51.0,100.0,0
2502240,3202,97.5,195.0,0
6569554,9304,15.0,40.0,0
7177919,3202,14.0,9.75,0
9889107,6109,10.5,7.25,0
5100115,5204,172.48,512.0,0
6018500,6503,30.5,65.0,0
8030022,2909,17.04,49.0,0
474661,7107,118.25,136.99,0
5768382,509,11.5,16.0,0
8974,2007,14.0,7.0,0
8594399,7904,7.5,18.0,0
558457,7404,8.35,12.5,0
5451059,2202,7.75,24.0,0
3021046,2504,8.5,24.0,0
2396461,8607,3.84,2.99,0
5759771,402,7.5,15.0,0
6961664,5002,5.4,7.0,0
8431383,3302,18.0,48.0,0
1178546,3502,21.6,13.5,0
7770688,5104,9.5,29.0,0
1489481,5804,16.28,44.0,0
1237453,2203,22.75,25.0,0
1198963,3303,58.0,119.0,0
1459334,7107,37.5,75.0,0
7930177,2102,19.0,48.0,0
2596555,4003,10.0,17.5,0
5807416,2207,12.3,12.5,0
2666150,3309,19.0,44.0,0
3100203,7402,21.15,30.15,0
9066751,9303,11.83,10.0,0
